StudentStressSurvey_Id,Textbooks And Course,"Online Resources (eg Educational Websites, Ebooks)",Video lectures or tutorials,Audio recording and wildcard,Library Resources,Hostel Doom Room,School Libarary,Study Hall Common Areas,Cafes,"Outdoor (Parks, Campus Ground)",Desktop,Laptop,Tablets,Smartphone,Traditional Notes,How Often Do You Take Breaks During A Typical Study Session,What Are Your Primary Methods For Retaining Information,How Do You Assess Your Understanding And Retention Of Study Materials,What Challenges Do You Face Most Often When Studying,On Average How Many Hours Do You Spend Studying Each Day,Are You Involved In Any Extracurricular Activities,Which Types Of Extracurricular Activities Are You InvolvedI n,How Would You Rate Your Overall Health Currently,How Would You Rate Your Stress Level During This Academic Term,To What Extent Do You Believe Stress Affects Your Physical Health,Indicate How Much Academic Workload Contribute to stress,How Pressure To Perform Well In Exams Significantly Impacts My Stress Levels,How Time Constraints Significantly Increase My Stress Levels During Examinations,Lack Of SleepIs A Frequent Issue For Me During Exam Periods,My Eating Habits Worsen During Exam Periods,How Frequently Do You Experience Health Issues Such As Headaches Or Other Minor Ailments,When You Experience These Health Issues How Do They Affect Your Ability To Study,What Measures Do You Take To Manage Minor Ailments Like Headaches When Studying,How Would You Describe The Quality Of Your Sleep On Most Nights,On Average How Many Hours Of Sleep Do You Get On A Typical Night During The School Week,Do You Believe That Your Diet Affects Your Academic Performance,How Would You Rate Your Overall Diet In Terms Of Nutritional Balance,If You Were To Use An Examination Routine Manager How Many Courses Would You Want It To Handle Concurrently
262,4,3,3,3,0,3,0,3,3,0,3,2,0,3,2,Every two hours,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,4-6 hours,No (Go to 3),,Moderate,High,Low,Moderately,Quite a bit,Slightly,Moderately,Moderately,Rarely,Slightly affects my studying,Seek medical advice,"Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
261,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,I rarely take breaks during a study session,Summarizing topics in my own words,I don't actively assess my understanding,Time management,4-6 hours,No (Go to 3),,Moderate,Moderate,,,,Quite a bit,Moderately,,Never,Does not affect my studying,Continue studying without taking any measures,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,Less than 3 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
260,3,3,2,3,0,3,3,3,3,0,3,3,2,3,4,Every two hours,Summarizing topics in my own words,Writing summaries or essays,"Distractions (e.g., social media, noise)",4-6 hours,No (Go to 3),,,,Moderate,Moderately,,,,,Occasionally,Moderately affects my studying,Seek medical advice,"Average - My sleep is interrupted, and I sometimes wake up tired.",More than 9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Not nutritious - My diet is poor and not balanced.,5-6 courses
259,3,3,3,3,0,3,4,3,3,3,4,3,3,3,2,Every two hours,Teaching the material to someone else,Writing summaries or essays,Lack of motivation,4-6 hours,Yes (Go to 2.10),Music or Arts,Moderate,High,Moderate,Moderately,Slightly,Moderately,Moderately,Moderately,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",5-7 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses
258,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,4-6 hours,No (Go to 3),,Moderate,High,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Rarely,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
257,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,Every two hours,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,4-6 hours,No (Go to 3),,Moderate,Moderate,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,I am not sure.,Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
256,3,2,3,2,3,3,3,2,3,2,3,3,3,3,1,Every two hours,Creating and reviewing flashcards,Discussing topics with peers or instructors,Difficulty understanding the material,4-6 hours,No (Go to 3),,Moderate,Moderate,Moderate,Moderately,Quite a bit,Moderately,Moderately,,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
255,3,3,2,2,3,3,3,3,2,3,3,2,3,3,2,Every hour,Re-reading notes and textbooks,Discussing topics with peers or instructors,Procrastination,4-6 hours,No (Go to 3),,Moderate,Moderate,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Occasionally,Moderately affects my studying,"Take medication, Take a break/rest","Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,More than 6 courses
254,3,3,3,2,3,3,3,4,3,0,2,3,3,3,1,Every two hours,Summarizing topics in my own words,Discussing topics with peers or instructors,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),"Music or Arts, Volunteer work",Moderate,High,Low,Moderately,Moderately,Quite a bit,Moderately,,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,Less than 3 hours,Not at all - My diet does not affect my academics.,Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
253,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Every two hours,Creating and reviewing flashcards,Writing summaries or essays,Difficulty understanding the material,4-6 hours,No (Go to 3),,Moderate,Moderate,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Very frequently,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)"", Seek medical advice","Average - My sleep is interrupted, and I sometimes wake up tired.",Less than 3 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,5-6 courses
252,2,2,3,4,3,3,3,3,3,0,3,3,3,3,3,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,4-6 hours,No (Go to 3),,Moderate,Moderate,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Not nutritious - My diet is poor and not balanced.,More than 6 courses
251,3,2,3,3,0,3,3,3,3,0,4,2,3,0,1,Every two hours,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,1-3 hours,No (Go to 3),,Moderate,Moderate,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Occasionally,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
250,2,3,3,0,2,2,3,0,2,0,0,2,0,0,4,Every two hours,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,Lack of motivation,4-6 hours,No (Go to 3),,Moderate,High,High,Moderately,Moderately,Quite a bit,Moderately,Moderately,Rarely,Moderately affects my studying,Seek medical advice,"Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
249,2,3,3,2,3,2,3,0,3,0,2,2,3,0,3,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,1-3 hours,No (Go to 3),,Moderate,Moderate,High,Moderately,Quite a bit,Quite a bit,Moderately,,Very frequently,Severely affects my studying,Seek medical advice,"Good - I sleep well enough, but occasionally wake up feeling tired.",Less than 3 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,5-6 courses
248,3,3,3,3,0,3,3,0,0,3,3,1,3,3,3,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Lack of motivation,More than 6 hours,Yes (Go to 2.10),Music or Arts,High,Moderate,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,Less than 3 hours,Not at all - My diet does not affect my academics.,Very nutritious - My diet is well balanced and includes a variety of foods.,5-6 courses
247,3,3,3,3,3,4,3,3,3,0,2,2,0,2,0,I rarely take breaks during a study session,Teaching the material to someone else,Discussing topics with peers or instructors,Time management,1-3 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)",High,High,,Moderately,Moderately,,Quite a bit,Slightly,Occasionally,Slightly affects my studying,Seek medical advice,Very good - I sleep soundly and wake up feeling refreshed.,3-5 hours,Not at all - My diet does not affect my academics.,Very nutritious - My diet is well balanced and includes a variety of foods.,3-4 courses
246,3,1,3,2,3,3,3,2,3,3,3,3,2,3,3,I rarely take breaks during a study session,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),"Volunteer work, Student government",,High,High,Moderately,,,,,Occasionally,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",Less than 3 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
245,2,2,3,0,3,4,3,0,0,0,0,1,0,1,4,Every two hours,Teaching the material to someone else,Applying concepts to practical problems or case studies,Time management,4-6 hours,No (Go to 3),,Moderate,Moderate,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
244,3,2,3,5,3,2,2,0,2,0,0,2,0,1,0,Every two hours,Summarizing topics in my own words,Writing summaries or essays,Procrastination,1-3 hours,No (Go to 3),,High,Moderate,Moderate,Moderately,Moderately,Quite a bit,Moderately,,Occasionally,Moderately affects my studying,Seek medical advice,"Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
243,3,3,3,3,2,3,3,3,3,4,3,3,4,3,3,Every two hours,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,Difficulty understanding the material,4-6 hours,No (Go to 3),,High,High,High,Quite a bit,Quite a bit,Quite a bit,Moderately,,Occasionally,Does not affect my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",7-9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Very nutritious - My diet is well balanced and includes a variety of foods.,3-4 courses
242,2,2,3,3,1,2,1,2,3,3,3,3,0,0,0,I rarely take breaks during a study session,Teaching the material to someone else,I don't actively assess my understanding,"Distractions (e.g., social media, noise)",More than 6 hours,No (Go to 3),"Volunteer work, Student government",Very High,Moderate,,Moderately,Quite a bit,Quite a bit,Quite a bit,Extremely,Rarely,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,More than 6 courses
241,2,2,3,3,2,3,1,3,4,4,1,0,1,0,4,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Time management,4-6 hours,Yes (Go to 2.10),Sports,Moderate,Very High,Moderate,Moderately,Moderately,Quite a bit,Moderately,Moderately,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses
240,3,3,3,2,3,3,3,1,3,2,3,3,2,3,1,Every two hours,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,4-6 hours,No (Go to 3),,High,Moderate,Moderate,Moderately,Quite a bit,Quite a bit,Quite a bit,,Occasionally,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,5-7 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
239,4,3,3,4,3,3,3,3,3,4,4,2,3,3,3,Every two hours,Summarizing topics in my own words,Writing summaries or essays,Time management,4-6 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)"", Student government",High,High,Moderate,Moderately,Quite a bit,Moderately,Moderately,Quite a bit,Occasionally,Moderately affects my studying,Seek medical advice,Very good - I sleep soundly and wake up feeling refreshed.,3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses
238,4,3,2,3,3,4,3,3,1,3,2,2,4,3,2,Every two hours,Creating and reviewing flashcards,Taking practice tests or quizzes,Difficulty understanding the material,4-6 hours,No (Go to 3),,High,Moderate,High,Quite a bit,Moderately,Moderately,Moderately,Moderately,Rarely,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
237,3,3,3,2,3,3,2,3,3,3,4,3,3,2,4,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",1-3 hours,Yes (Go to 2.10),Music or Arts,High,Moderate,Moderate,Moderately,Quite a bit,Moderately,Moderately,Moderately,Occasionally,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses
236,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,I rarely take breaks during a study session,"Creating and reviewing flashcards, Summarizing topics in my own words",Writing summaries or essays,Difficulty understanding the material,More than 6 hours,No (Go to 3),,Moderate,Moderate,Moderate,Moderately,Moderately,Moderately,Moderately,Moderately,Very frequently,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",5-7 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses
